project_code,risk_score,overall_risk,cost_risk_level,time_risk_level,num_warnings,explanation
618423,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.1% probability).

Early Warning:
Project requires closer monitoring."
619059,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.4% probability).

Early Warning:
Project requires closer monitoring."
617898,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 133.4% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617899,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (72.1% probability).

Early Warning:
Project requires closer monitoring."
617902,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 38.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617904,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.2% probability).

Early Warning:
Project requires closer monitoring."
617905,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.5% probability).

Early Warning:
Project requires closer monitoring."
617918,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 222.3% of original time elapsed, but only 0.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617920,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 224.9% of original time elapsed, but only 3.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617921,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (79.5% probability).

Early Warning:
Project requires closer monitoring."
617922,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 193.6% of original time elapsed, but only 25.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617923,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 170.7% of original time elapsed, but only 25.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617925,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
617930,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.3% probability).

Early Warning:
Project requires closer monitoring."
618003,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.4% probability).

Early Warning:
Project requires closer monitoring."
618012,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.4% probability).

Early Warning:
Project requires closer monitoring."
618079,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 222.3% of original time elapsed, but only 15.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618122,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 216.8% of original time elapsed, but only 34.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618523,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.5% probability).

Early Warning:
Project requires closer monitoring."
618591,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.5% probability).

Early Warning:
Project requires closer monitoring."
618592,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 189.4% of original time elapsed, but only 25.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618677,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.4% probability).

Early Warning:
Project requires closer monitoring."
618678,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618680,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618704,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618820,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.4% probability).

Early Warning:
Project requires closer monitoring."
618821,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.4% probability).

Early Warning:
Project requires closer monitoring."
618822,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.2% probability).

Early Warning:
Project requires closer monitoring."
618908,3,HIGH,LOW,MEDIUM,2,"Overall Risk: HIGH

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 71.1% but physical progress is only 38.0% (Gap: 33.1%).
* Low progress near planned completion. 175.6% of original time elapsed, but only 38.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
619109,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
619118,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.9% probability).

Early Warning:
Project requires closer monitoring."
619119,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
619157,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.6% probability).

Early Warning:
Project requires closer monitoring."
619158,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.4% probability).

Early Warning:
Project requires closer monitoring."
619181,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 174.2% of original time elapsed, but only 36.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619213,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.8% probability).

Early Warning:
Project requires closer monitoring."
619215,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (96.8% probability).

Early Warning:
Project requires closer monitoring."
618010,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 221.9% of original time elapsed, but only 45.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618024,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.4% probability).

Early Warning:
Project requires closer monitoring."
618489,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (92.6% probability).

Early Warning:
Project requires closer monitoring."
618492,3,HIGH,MEDIUM,MEDIUM,2,"Overall Risk: HIGH

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 50.7% but physical progress is only 27.6% (Gap: 23.1%).
* Low progress near planned completion. 266.8% of original time elapsed, but only 27.6% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
618493,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 152.6% of original time elapsed, but only 34.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618551,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 83.2% of original time elapsed, but only 29.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618552,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (85.5% probability).

Early Warning:
Project requires closer monitoring."
618610,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618617,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
618618,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (92.3% probability).

Early Warning:
Project requires closer monitoring."
618647,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.3% probability).

Early Warning:
Project requires closer monitoring."
618648,1,LOW,MEDIUM,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 83.0% of original time elapsed, but only 5.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618764,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.0% probability).

Early Warning:
Project requires closer monitoring."
618776,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (97.3% probability).

Early Warning:
Project requires closer monitoring."
618785,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.0% probability).

Early Warning:
Project requires closer monitoring."
618786,3,HIGH,MEDIUM,MEDIUM,1,"Overall Risk: HIGH

Reasons:
* Low progress near planned completion. 183.3% of original time elapsed, but only 20.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618793,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.0% probability).

Early Warning:
Project requires closer monitoring."
618794,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.8% probability).

Early Warning:
Project requires closer monitoring."
618795,4,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.7% probability).

Early Warning:
Project requires closer monitoring."
618809,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.6% probability).

Early Warning:
Project requires closer monitoring."
618810,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (94.2% probability).

Early Warning:
Project requires closer monitoring."
618906,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.9% probability).

Early Warning:
Project requires closer monitoring."
619099,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (89.8% probability).

Early Warning:
Project requires closer monitoring."
619105,4,HIGH,HIGH,MEDIUM,2,"Overall Risk: HIGH

Reasons:
* High predicted cost risk (72.0% probability).
* Low progress near planned completion. 250.1% of original time elapsed, but only 25.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619200,5,CRITICAL,MEDIUM,HIGH,4,"Overall Risk: CRITICAL

Reasons:
* High predicted schedule risk (70.1% probability).
* Significant expenditure-progress mismatch. Expenditure is 69.9% but physical progress is only 33.9% (Gap: 36.0%).
* Low progress near planned completion. 278.3% of original time elapsed, but only 33.9% physical progress.

Early Warning:
Multiple simultaneous warning indicators triggered. Project requires closer monitoring."
619318,3,HIGH,MEDIUM,MEDIUM,2,"Overall Risk: HIGH

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 38.6% but physical progress is only 15.3% (Gap: 23.3%).
* Low progress near planned completion. 258.1% of original time elapsed, but only 15.3% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
617901,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.5% probability).

Early Warning:
Project requires closer monitoring."
618011,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.8% probability).

Early Warning:
Project requires closer monitoring."
618069,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.6% probability).

Early Warning:
Project requires closer monitoring."
618092,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (77.1% probability).

Early Warning:
Project requires closer monitoring."
618117,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 161.4% of original time elapsed, but only 23.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618235,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.5% probability).

Early Warning:
Project requires closer monitoring."
618457,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.0% probability).

Early Warning:
Project requires closer monitoring."
618458,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.4% probability).

Early Warning:
Project requires closer monitoring."
618611,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.6% probability).

Early Warning:
Project requires closer monitoring."
618612,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.6% probability).

Early Warning:
Project requires closer monitoring."
618613,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.5% probability).

Early Warning:
Project requires closer monitoring."
618757,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 191.6% of original time elapsed, but only 37.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618758,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.0% probability).
* Low progress near planned completion. 191.6% of original time elapsed, but only 42.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618796,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.6% probability).

Early Warning:
Project requires closer monitoring."
618838,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.6% probability).

Early Warning:
Project requires closer monitoring."
618853,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.8% probability).

Early Warning:
Project requires closer monitoring."
619251,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 88.7% of original time elapsed, but only 17.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618071,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.9% probability).

Early Warning:
Project requires closer monitoring."
618426,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.3% probability).

Early Warning:
Project requires closer monitoring."
618428,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
618446,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.0% probability).

Early Warning:
Project requires closer monitoring."
618447,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.1% probability).

Early Warning:
Project requires closer monitoring."
618448,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.4% probability).

Early Warning:
Project requires closer monitoring."
618449,4,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.2% probability).

Early Warning:
Project requires closer monitoring."
618450,3,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (85.1% probability).
* Significant expenditure-progress mismatch. Expenditure is 86.6% but physical progress is only 65.2% (Gap: 21.5%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
617962,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.2% probability).

Early Warning:
Project requires closer monitoring."
618478,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.4% probability).

Early Warning:
Project requires closer monitoring."
618479,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.8% probability).

Early Warning:
Project requires closer monitoring."
618480,3,HIGH,MEDIUM,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (86.7% probability).
* Low progress near planned completion. 211.5% of original time elapsed, but only 38.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618481,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.8% probability).

Early Warning:
Project requires closer monitoring."
618521,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.5% probability).

Early Warning:
Project requires closer monitoring."
618522,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.5% probability).
* Low progress near planned completion. 119.1% of original time elapsed, but only 38.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618561,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.2% probability).

Early Warning:
Project requires closer monitoring."
618563,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.8% probability).

Early Warning:
Project requires closer monitoring."
618608,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.5% probability).

Early Warning:
Project requires closer monitoring."
618635,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.7% probability).
* Low progress near planned completion. 270.3% of original time elapsed, but only 44.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618744,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.6% probability).

Early Warning:
Project requires closer monitoring."
618756,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.7% probability).

Early Warning:
Project requires closer monitoring."
618800,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.8% probability).
* Low progress near planned completion. 133.6% of original time elapsed, but only 18.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618801,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (75.9% probability).
* Low progress near planned completion. 133.6% of original time elapsed, but only 22.8% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618846,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.7% probability).

Early Warning:
Project requires closer monitoring."
618894,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.6% probability).

Early Warning:
Project requires closer monitoring."
618895,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.4% probability).

Early Warning:
Project requires closer monitoring."
618898,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.5% probability).

Early Warning:
Project requires closer monitoring."
618899,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.8% probability).

Early Warning:
Project requires closer monitoring."
619045,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 133.6% of original time elapsed, but only 8.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619074,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.7% probability).

Early Warning:
Project requires closer monitoring."
619086,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.7% probability).

Early Warning:
Project requires closer monitoring."
619094,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (97.0% probability).

Early Warning:
Project requires closer monitoring."
619129,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.7% probability).

Early Warning:
Project requires closer monitoring."
619130,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.4% probability).

Early Warning:
Project requires closer monitoring."
619131,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.8% probability).

Early Warning:
Project requires closer monitoring."
619139,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.4% probability).
* Low progress near planned completion. 133.6% of original time elapsed, but only 17.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619161,2,MEDIUM,LOW,HIGH,2,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.2% probability).
* Low progress near planned completion. 116.7% of original time elapsed, but only 46.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
619222,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (98.7% probability).

Early Warning:
Project requires closer monitoring."
617913,4,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (93.0% probability).
* Significant expenditure-progress mismatch. Expenditure is 159.8% but physical progress is only 92.6% (Gap: 67.1%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
617936,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.5% probability).

Early Warning:
Project requires closer monitoring."
617939,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 45.9% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
617940,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.7% probability).

Early Warning:
Project requires closer monitoring."
617980,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (71.6% probability).

Early Warning:
Project requires closer monitoring."
617983,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.3% probability).

Early Warning:
Project requires closer monitoring."
617994,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.5% probability).

Early Warning:
Project requires closer monitoring."
617995,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.4% probability).

Early Warning:
Project requires closer monitoring."
618001,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.7% probability).

Early Warning:
Project requires closer monitoring."
618025,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.7% probability).

Early Warning:
Project requires closer monitoring."
618091,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 216.6% of original time elapsed, but only 46.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618104,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
618105,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 216.6% of original time elapsed, but only 46.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618106,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.1% probability).

Early Warning:
Project requires closer monitoring."
618130,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.8% probability).

Early Warning:
Project requires closer monitoring."
618140,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 195.9% of original time elapsed, but only 13.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618141,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.4% probability).

Early Warning:
Project requires closer monitoring."
618182,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.6% probability).

Early Warning:
Project requires closer monitoring."
618183,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (83.7% probability).

Early Warning:
Project requires closer monitoring."
618186,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.4% probability).

Early Warning:
Project requires closer monitoring."
618190,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.2% probability).

Early Warning:
Project requires closer monitoring."
618196,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.0% probability).

Early Warning:
Project requires closer monitoring."
618197,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.3% probability).

Early Warning:
Project requires closer monitoring."
618746,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.7% probability).

Early Warning:
Project requires closer monitoring."
618765,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (95.7% probability).

Early Warning:
Project requires closer monitoring."
618811,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 5.6% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618812,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 174.9% of original time elapsed, but only 9.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618813,2,MEDIUM,MEDIUM,MEDIUM,1,"Overall Risk: MEDIUM

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 11.3% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618814,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 0.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
618815,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.4% probability).

Early Warning:
Project requires closer monitoring."
618816,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 166.8% of original time elapsed, but only 10.1% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
