priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
1844,615330,BALLARPUR NORTH WEST OC MINE,WCL - CIL,Maharashtra,5.35,7.474848258085973,0.9350904908401152,0.0398773006133862,0,LOW,[],Project 615330 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1845,615331,GADEGAON OC 3 MTY,WCL - CIL,Maharashtra,2.19,19.237651032347557,1.0916547717176353,0.0,0,LOW,[],Project 615331 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1846,613794,PARASEA-BELBAID UG PROJECT,ECL - CIL,West Bengal,22.26,34.04780262143407,0.8573374453867413,2.9077412513253416,0,LOW,[],Project 613794 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1847,613798,AMERA OC RCE [1.0 MTY],SECL - CIL,Chhattisgarh,42.47,27.3566092210614,-0.1768610292585311,3.015323776569441,0,LOW,[],Project 613798 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1848,613799,AMGAON OC RCE [1.0 MTY],SECL - CIL,Chhattisgarh,78.86,61.05469615007434,-0.9087026667932594,3.383470225872778,0,LOW,[],Project 613799 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1849,613803,JHIRIA WEST OCP [1.5 MTY],SECL - CIL,Madhya Pradesh,41.29,10.135171962718701,0.114024091131962,0.0005302226932933,0,LOW,[],Project 613803 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1850,613804,RPR TAWA-III UG 0.84 MTY,WCL - CIL,Madhya Pradesh,17.78,5.699003470342896,-0.0557483523830343,0.0,0,LOW,[],Project 613804 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1851,615184,SAONER UG MINE -1 EXPANSION 1.,WCL - CIL,Maharashtra,69.33,68.67127361791464,0.7452764170748313,0.0,0,LOW,[],Project 615184 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1852,615185,AMALGAMATED DHANKASA & JAMUNIA,WCL - CIL,Madhya Pradesh,67.13,29.358717434869742,0.3423847695390954,0.0,0,LOW,[],Project 615185 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1853,618174,Rehabilitation and Upgradation to two lane with paved shoulder configuration of NH- 752G from Sakri to Pimpalner Section Design Ch km 0000 to Ch km 21411 in the state of Maharashtra on EPC Mode. Length 21.411 km.,MoRTH,Maharashtra,100.0,0.0,-0.000706152352268,0.0,0,LOW,[],Project 618174 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1854,618176,Rehabilitation and upgradation from ch km 50/200 to 56/800 and km 62/600 to 100/403 of Kolde to Visarwadi Near Junction with NH-6 section of NH 752G total length 44.40 to two-lane with paved shoulder / four lanes in the State of Maharashtra on EPC mode.,MoRTH,Maharashtra,35.45,11.44436805316833,0.005299644780571,7.407164683745702e-14,0,LOW,[],Project 618176 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1855,618148,Widening to 4LPS of NH-548B from Km 80.000 Near Murgundi to Km 140.200 Near Chikkodi excluding length from Km 118.450 to Km 128.450 in the State of Karnataka under NH O on EPC Mode under Annual Plan 2022-23 - Package 1 NH-548B-KNT- 2022-23-979 dated 09.03.2023,MoRTH,Karnataka,0.0,0.7826518535486582,-5.372224131129206,0.0,0,LOW,[],Project 618148 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1856,618149,Widening to two lane with paved shoulders from Km 0.00 to 102.310 Design Chainage of NH-548B Murrum-Maharashtra Border in the State of Karnataka,MoRTH,Karnataka,60.21,30.115245170255672,1.5913028032889434,2.8246575342465867,0,LOW,[],Project 618149 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1857,618150,Rehabilitation and Up-gradation of i. Deogaon phata to Digras phata Ch. 0/000 to 15/000 & Selu to Borgavhan Ch 20/900 to 35/800 [Length 29.9km] ii. Injegaon Dhamoni to Pohner Phata Ch.58/200 to Ch. 83/700 [Length25.5 km] and iii. Pohner phata to Pathri Design Ch. 42/700 to 58/200 [Length 15.5 km] sections of NH-548B to Two lane with paved shoulder configuartion in the state of Maharashtra on EPC mode Total project length 70.9 Km.,MoRTH,Maharashtra,15.0,0.0,-1.483729966002942,1.4814329367491404e-14,0,LOW,[],Project 618150 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1858,618151,Widening to 4LPS of NH-548B from Km 118.450 Near Shirguppi to Km 128.450 Near Ankali in the State of Karnataka under NH O on EPC Mode Under Annual Plan 2022- 23 NH-548B-KNT-2022-23-982,MoRTH,Karnataka,0.0,0.15770688653404533,-0.4039601951508354,0.3330291970804011,0,LOW,[],Project 618151 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1859,618156,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode",MoRTH,Madhya Pradesh,73.5,0.0,0.8343685300208376,0.164383561643843,0,LOW,[],Project 618156 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1860,615187,RPR OF VISHNUPURI UG TO OC,WCL - CIL,Madhya Pradesh,11.2,0.0,-0.3044601577372928,0.0268166089966322,0,LOW,[],Project 615187 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1861,615188,NEW MAJRI UG TO OC 3 MTY COST,WCL - CIL,Maharashtra,24.17,16.85683744748552,0.1792577124816329,4.350182704019388,0,LOW,[],Project 615188 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1862,240484,Amended BharatNet Program - AS,Department of Telecommunications,PAN India,0.0,9.995192307692308,-3.0836778846154,1.1840650114892764e-13,0,LOW,[],Project 240484 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1863,612878,Bangalore Metro Rail Project - PHASE-3,Bengaluru Metro Rail,Karnataka,3.8,0.0,2.656911792966513,0.4891364902508046,0,LOW,[],Project 612878 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1864,612883,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District,NIT Sikkim,Sikkim,38.0,41.349743350443305,-7.131634974334975,0.0,0,LOW,[],Project 612883 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1865,612898,Construction of Permanent Campus of National Institute of Technology Arunachal Pradesh,"National Institute of Technology, Arunachal Pradesh",Arunachal Pradesh,80.0,93.02914226894585,1.0941597340578717,0.0,0,LOW,[],Project 612898 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1866,613008,Construction of Permanent Campus of Central Tribal University of Andhra Pradesh Phase-1,Central Tribal University of Andhra Pradesh,Andhra Pradesh,44.5,22.206557377049183,-0.442098360655709,0.0,0,LOW,[],Project 613008 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1867,709773,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua Districts",Indian Oil Corporation Limited [IOCL],Jammu and Kashmir,0.6,0.8271375464684014,-0.8648327137547022,0.0,0,LOW,[],Project 709773 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1868,618185,Widening to 2LPS from Km 0.000 to 37.850 Except Ex. Km 24.45 to 27.20 of NH-766c Byndoor-Ranebennur Section in the state of Karnataka on EPC Mode under Annual Plan 2022-23 NH-766C-KNT-2022-23-969 dated 30.12.2022,MoRTH,Karnataka,12.0,3.970122800354475,-0.0942144575262807,1.4589041095890678,0,LOW,[],Project 618185 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1869,618187,"Rehabilitation and upgradation of Salon - Jais - Jagdishpur Road section of NH-931A, from design Chainage km 0.000 to km 5.740 to four lane divided carriageway and from design Chainage km 5.740 to km 53.500 to two lane with paved Total length km 53.500 along with One time improvement in 04 no's of realigned/bypassed built-up areas in a total length of 9.732 km in the state of Uttar Pradesh on EPC mode",MoRTH,Uttar Pradesh,9.06,2.8126484717309825,2.0712030829329358,4.444298810247422e-14,0,LOW,[],Project 618187 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1870,618189,Widening to two lane with paved shoulder of NH-73New spur road Ujire - Dharmasthala - Periyashanthi in the State of Karnataka under NHO on HAM Mode Job No. NH-73Spur-KNT-2023-24-996,MoRTH,Karnataka,25.18,10.761834922186916,-5.18966837773972,0.957534246575346,0,LOW,[],Project 618189 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1871,618797,"Widening Strengthening of 2-Lane with Paved Shoulder from MyajlarJaisalmer from Design Chainage 0000 to 98350 Section of NH-11 & SundraMyajlarAmbasingh ki Dhani Road from Design Chainage 46000 to 81601, part of MunabaoTanot Road Section of NH-70 along with Strengthening/Widening of Existing Connection of NH-70 & NH-11 of length 0.914 km in the State of Rajasthan under NHO on Hybrid Annuity Mode",NHAI,Rajasthan,21.22,7.601134352958286,-14.174443124803007,0.0424657534247151,0,LOW,[],Project 618797 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1872,618805,6L Connectivity to Port Road from Sabbavaram Sheelanagar-NH516C,NHAI,Andhra Pradesh,7.2,15.911718662069104,-3.3049737550264324,7.407164683745702e-14,0,LOW,[],Project 618805 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1873,618162,"Improvement and up-gradation to 2LPS of NH-227B 84-Kosi Parikrama Marg PackageVI, Design Km 160200 Bahuvan Madar Majha to Km 224040 Jagarnathpur under HAM",MoRTH,Uttar Pradesh,20.0,0.0,-3.656967192711624,4.444298810247422e-14,0,LOW,[],Project 618162 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1874,618206,Widening and Strengthening of Rafiabad-Kupwara-Chowkibal-Tangdhar-Chamkot NH- 701 road from design Ch. From 0000 to 51000 to two lanes with paved shoulders under Project Beacon in the UT of Jammu & Kashmir on EPC mode Package-I.,MoRTH,Jammu and Kashmir,41.7,11.43038136859937,-1.1009509302887677,0.0032930845224378,0,LOW,[],Project 618206 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1875,618791,4L PS under NH configuration of Manikpur-Sahebganj of NH-139W,NHAI,Bihar,27.5,38.729236528113546,1.8402674881072731,0.3075822603717926,0,LOW,[],Project 618791 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1876,618235,Balance work of Rehabilitation and Up-gradation to 4-Lane configuration of Ras- Beawar Section Km 00.000 to km 30.050 of NH-158 in the State of Rajasthan under Green National Highway Corridor Project GNHCP.,MoRTH,Rajasthan,56.2,35.64545127651924,0.7499101042789429,0.0036496350366152,0,LOW,[],Project 618235 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1877,618243,Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the state of Uttar Pradesh on HAM mode,MoRTH,Uttar Pradesh,36.67,0.006147253056062949,-1.5040396234368416,1.7890410958904006,0,LOW,[],Project 618243 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1878,618758,6L accesscontrolled highway from km 0000 to km 40080 Paniyala to Mator Section of Paniyala-Barodameo ICR,NHAI,Rajasthan,42.75,32.37707240234353,-22.478003920990812,1.5589041095889702,0,LOW,[],Project 618758 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1879,618766,Up-gradation to Four Lane with Paved Shoulder configuration of the highway starting from existing km 88.400 Savali Vihir to km 163.400 start of Ahmednagar bypass Design Length 75.000 km section of NH-160 in the State of Maharashtra under Bharatmala Pariyojana on EPC Mode,NHAI,Maharashtra,48.55,34.622969837587,-0.717192575406055,1.087671232876726,0,LOW,[],Project 618766 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1880,618769,Walajahpet/Ranipet to TN/AP Border Section of from Km.106.800 to Km.133.36 NH-4,NHAI,"Multi-States (Andhra Pradesh, Tamil Nadu)",15.58,17.992885647241692,-6.459129836937954,7.407164683745702e-14,0,LOW,[],Project 618769 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1881,618212,"STABILIZATION OF LAND SLIDE AND SLOPE PROTECTION AT KM 11.00 TO KM 11.08, 29,730 KM TO 30,060 KM, 30,400 KM TO 31,060 KM, 34,750 KM TO 35,300 KM, 38,950 KM TO 39,030 KM & 39,460 KM TO 39,540 KM TWO LOC CLUBBED, KM 40,400 TO KM 40,650, KM 43,500 KM 43,680, 52,460 RISHIKESH - DHARASU ROAD NH-94 ON EPC MODE IN THE STATE OF UTTARAKHAND. NOSE OF LAND SLIDE - 12 NOS",MoRTH,Uttarakhand,22.0,0.0,-0.2464767312177093,0.0,0,LOW,[],Project 618212 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1882,618215,"Improvement/construction of existing CL-5 Road to NH Intermediate lane specification with hard shoulder from Km 166.000 to 203.77 net Length 37.770 kms of NH-505 Sumdo-Kaza-Gramphoo road in the state of Himachal Pradesh on EPC mode under project Deepak, BRO",MoRTH,Himachal Pradesh,22.26,0.0,-19.50120279924188,1.2849315068494245,0,LOW,[],Project 618215 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1883,613785,Redevelopment of New Delhi Railway Station and construction of associated infrastructure,Rail Land Development Authority,Delhi,6.0,7.5,0.3438153456998654,0.0,0,LOW,[],Project 613785 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1884,617933,Up-gradation to four lane/ Two lane with paved shoulders configuration of Kalyan - Murbad - Malshej Ghat - Nirmal Road NH- 61 km 15/200 to Km 38/00 and from Km. 58/00 to Km 84/00 Design length 48.58 km of NH-61 on EPC Mode in Thane District in the state of Maharashtra,MoRTH,Maharashtra,100.0,0.0,-1.0235958824066242,0.0,0,LOW,[],Project 617933 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1885,612815,Nipania-Bhatapra 14.4 km 4th line PB72/NR/2022-23,CAOC/SECR SECR mor,Chhattisgarh,3.0,7.108921344360372,0.1747903102820956,2.725530458589864,0,LOW,[],Project 612815 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1886,612816,ITAPARA OCP,Eastern Coal Fields Limited [ECL],West Bengal,8.41,14.25357873210634,-0.2249596383596669,0.0004382120945519,0,LOW,[],Project 612816 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1887,612827,Flyover between Pendurthi-Simhachalam North to avoid surface crossing at Simhachalam 7.135 km PB73/2023-24/NR,CAO/C/SCoR SCoR mor,Andhra Pradesh,21.0,13.852436700245033,0.2072420364824168,0.3094777562863715,0,LOW,[],Project 612827 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1888,618287,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,Assam,12.45,14.877372797155259,0.1671659407893191,1.1857961006873606e-13,0,LOW,[],Project 618287 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1889,618288,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,Assam,35.0,15.087638163067105,-7.370919853859305,0.0,0,LOW,[],Project 618288 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1890,618244,Construction of Raebareli Ring Road Phase-2 with four Lane configuration for Raebareli City in the state of Uttar Pradesh on Hybrid Annuity Model HAM basis,MoRTH,Uttar Pradesh,55.0,0.0,-1.103209496592601,0.0,0,LOW,[],Project 618244 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1891,618247,Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km 0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.,MoRTH,Uttar Pradesh,7.0,0.0,-1.5365265535930146,1.1840650114892764e-13,0,LOW,[],Project 618247 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1892,618249,Widening to 4 lane from km. 108.50 to km 139.00 of NH-135A Pkg-II Jaunpur Akbarpur section on Hybrid Annuity Mode in the state of Uttar Pradesh,MoRTH,Uttar Pradesh,40.0,0.0,-1.309856639123417,2.373972602739743,0,LOW,[],Project 618249 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1893,618251,"Improvement and Up gradation to four lane with Paved shoulder configuration from Existing Km 0000 to Km 39500 design km 0500 to Km 40342, Design length km of NH 227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid Annuity Model HAM basis",MoRTH,Bihar,9.07,0.04996237772761475,-1.646627539503421,0.0,0,LOW,[],Project 618251 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1894,618253,Construction of missing link from Birhu to Lathiani from Km 35/550 Design chainage Km 0.000 to Km 42/800 Design Chainage Km 8.153on NH-503A including Lathiani Bridge on back water of Govindsagar and its approaches in Himachal Pradesh.,MoRTH,Himachal Pradesh,0.0,0.0,2.92219989666458,1.1840650114892764e-13,0,LOW,[],Project 618253 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1895,618260,"Construction of Salempur bypass to 4LPS from km 64.000 of NH-727A Km 171.00 of Sonauli Balia Marg, old SH-01, near Mahadahan Chauraha to km 61.500 of NH-727B Km 178.500 of Sonauli Balia Marg, old SH-01, near near Ahirauli Village under Hybrid Annuity Mode HAM in the State of Uttar Pradesh",MoRTH,Uttar Pradesh,35.0,0.0,-1.0133302671988742,0.0,0,LOW,[],Project 618260 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1896,618742,"Construction of 6-lane Greenfield corridor from Ramnagar to Kacchi Dargah NH-119D from Km 109700 to Km 122300, including widening of the existing NH-31 from Km 196700 to Km 198600, as part of the Amas-Darbhanga.",NHAI,Bihar,0.8,1.1172381585328615,-0.0695220304276226,0.3351573187414731,0,LOW,[],Project 618742 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1897,618754,Upgradation of 2L/4L with Paved Shoulder of Shirwal-Lonand Section from KM 159900 To KM 188025 of NH-965DD Section I and 2L With Paved Shoulder of Lonand-Satara Section from KM 51500 To KM 96246 Of NH-965D Section II in Satara District in the State of Maharashtra on EPC Mode under NHO-,NHAI,Maharashtra,43.57,29.87679099068964,-32.86006578580587,0.8780821917808443,0,LOW,[],Project 618754 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1898,612853,Gurdaspur Jammu Pipeline,Gas Authority of India Limited [GAIL],Punjab,91.1,62.54071661237784,0.0216899789232536,1.610401459854079,0,LOW,[],Project 612853 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1899,705464,Bangalore-Satyamanglam New Line Project [260 Km] - Part Hejjala - Chamarajanagar [142 Km],South Western Railway [SWR] - II,Karnataka,0.0,0.0,-3.762840075789317,0.0444669024758509,0,LOW,[],Project 705464 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1900,705479,Wadsa-Gadchiroli 49.5 km,CAOC/SECR SECR mor,Maharashtra,69.0,53.841993637327676,-1.0082502651114646,2.390624999999909,0,LOW,[],Project 705479 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1901,171218,Amended BharatNet Program - PB,Department of Telecommunications,PAN India,26.58,0.0,-6.133502008032133,0.0018264840183737,0,LOW,[],Project 171218 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1902,612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",National Thermal Power Corporation [NTPC],Uttar Pradesh,25.0,22.33486478627508,0.3382907822041242,2.1830790568652847,0,LOW,[],Project 612142 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1903,618729,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Donoreshan village to junction with NH-20 in Bongabar village from km 288.600 to km 325.500 Pkg -11,NHAI,Jharkhand,0.0,14.103613990474754,1.149338404844493,2.95881270540868e-14,0,LOW,[],Project 618729 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1904,618730,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Deoria village to Donoreshan village from km 253.000 to km 288.600 Pkg -10,NHAI,Jharkhand,5.65,11.863387377366177,0.653495185187526,0.0,0,LOW,[],Project 618730 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1905,618731,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Chatra to junction with NH- 100 in Deoria village from km 222.000 to km 253.000 Pkg -9,NHAI,Jharkhand,0.0,10.134258475771421,-2.7110199131267554,2.95881270540868e-14,0,LOW,[],Project 618731 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1906,618732,6L Greenfield Varanasi- Ranchi- Kolkata Highway from Sonepurbigha village to junction with NH- 22 Chatra Bypass near Chatra from km 184.700 to km 222.000Pkg - 8,NHAI,"Multi-States (Bihar, Jharkhand)",3.94,11.587401702378816,-0.2894333312114824,2.95881270540868e-14,0,LOW,[],Project 618732 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1907,618736,4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section of NH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km,NHAI,Jharkhand,49.5,35.1141776856856,-3.3032384166791573,1.85729967069149,0,LOW,[],Project 618736 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1908,618737,Grade separated Interchanges at Km. 113.730 junction with Ranchi Hazaribagh Road & Km. 139.225 junction with Ranchi Jamshedpur road on 4L Ranchi Bypass of NH-33,NHAI,Jharkhand,0.0,1.640694494778111,-61.570388429479806,0.0,0,LOW,[],Project 618737 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1909,618262,Construction of Deoria Bypass from existing Km. 27.140 to existing Km. 46.780 Design Km. 49.109 on NH727A Design length 21.969 Km. to four lane with paved shoulder configuration under Hybrid Annuity Mode HAM in the State of Uttar Pradesh,MoRTH,Uttar Pradesh,10.0,0.0,-2.575021617570795,0.2203147353360232,0,LOW,[],Project 618262 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1910,618264,"Widening and Strengthening to two Lane with Paved Shoulder/Four Lane with paved shoulder configuration from km. 61.500 of NH-727B near Nawalpur km 178.500 of Sonauli Balia Marg, Old SH-01 i.e. end point of Salempur Bypass to km. 106.495 of NH-727B near Sikanderpur under EPC mode",MoRTH,Uttar Pradesh,41.0,10.776677368977523,-8.30240171495654,0.6802721088433105,0,LOW,[],Project 618264 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1911,618267,Widening/Upgradation to four lane configuration of Shahjahanpur-Bisalpur section from km 0.00 to km 47.026 of NH-731K on Hybrid Annuity Mode in the state of Uttar Pradesh.,MoRTH,Uttar Pradesh,0.0,0.0,-1.3096277197836526,0.0,0,LOW,[],Project 618267 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1912,618284,Widening/Improvement to 4-Lane with paved shoulder from Km 99930 to Km 143680 Design Chainage 96000 to 139750 of Paikan to Dhupdhara Sahar of Bilasipura- Guwahati Road on NH-17 in the state of Assam on EPC mode under Bharatmala Pariyojana in Economic Corridors Project Length 43.750km under NHO-NE Package- 8,NHIDCL,Assam,85.87,66.04943777056648,-0.7382597301024151,0.8229927007300282,0,LOW,[],Project 618284 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1913,618724,6L Greenfield Varanasi-Ranchi-Kolkata Highway from Anarbansalea village to Sagrampur village From KM. 151200 to KM. 184700Package-7,NHAI,"Multi-States (Bihar, Jharkhand)",28.16,19.795835272219637,-7.957206840390819,1.295714285714314,0,LOW,[],Project 618724 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1914,618725,6L Greenfield Varanasi-Ranchi-Kolkata Highway from Pachmon village to Anarbansalea village From KM. 116000 to KM. 151200 Package-6,NHAI,Bihar,24.8,22.496985892410713,-1.2228560691861707,7.407164683745702e-14,0,LOW,[],Project 618725 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1915,618727,6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Bhabhua-Adhaura road in Bhairopur village to Konki village From KM. 54.000 to KM. 90.000Pkg-3,NHAI,Bihar,26.31,20.812459573604574,3.856012276941491,7.407164683745702e-14,0,LOW,[],Project 618727 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1916,612513,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.",Employee's State Insurance Company [ESIC],Odisha,7.2,9.987849331713246,3.715249088699838,0.1082352941175726,0,LOW,[],Project 612513 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1917,612066,Rajasthan Metro Rail Project Phase 1C from Badi Chaupar to Transport Nagar via Galta Gate,Jaipur Metro Rail Corporation,Rajasthan,0.0,10.5124071504367,0.1533446249287118,0.0519877675842867,0,LOW,[],Project 612066 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1918,709793,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",Bharat Petroleum Corporation Limited [BPCL],Bihar,30.3,13.451135493748403,-2.8515845879050894,0.0,0,LOW,[],Project 709793 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1919,611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY,Bharat Coking Coal Limited (BCCL,Jharkhand,31.16,10.343607064072685,-1.3014619190648171,2.3150221121676175e-13,0,LOW,[],Project 611864 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1920,611957,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of excellence]","Indian Institute of Technology, Indore",Madhya Pradesh,67.5,19.615942613041028,0.3152051261384021,0.9903474903473004,0,LOW,[],Project 611957 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1921,611961,Construction of IIT Bhubaneswar -Phase III,"Indian Institute of Technology, Bhubaneshwar",Odisha,10.45,22.48662689589892,1.0331520901665832,1.274617067833545,0,LOW,[],Project 611961 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1922,611963,"Construction & Development of Infrastructural Facilities in the main campus of NIT Uttarakhand at Sumari, Pauri Garhwal",National Institute of Technology Uttarakhand,Uttarakhand,63.0,61.69777982638088,-3.208004916647557,0.0,0,LOW,[],Project 611963 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1923,705608,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,North Central Railway,"Multi-States (Madhya Pradesh, Uttar Pradesh)",73.0,71.65635103926097,0.557826789838364,4.829770387965164,0,LOW,[],Project 705608 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1924,611495,Development of New Civil Enclave at Bagdogra Airport,Airport Authority of India [AAI],West Bengal,27.9,35.39703034215623,0.237211103938002,4.327113062568562,0,LOW,[],Project 611495 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1925,611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",Damodar Valley Corporation,Jharkhand,14.3,15.526605376793427,1.6644316757208684,2.186142102172624,0,LOW,[],Project 611509 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1926,611698,240MW Heo HE Project,North Eastern Electric Power Corporation Limited,Arunachal Pradesh,6.58,5.4815999174768555,-3.524439745209716,0.0,0,LOW,[],Project 611698 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
1927,709794,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited [BPCL],Rajasthan,31.1,13.386342376052385,3.334402868724704,0.0,0,LOW,[],Project 709794 is classified as LOW risk. Progress and expenditure appear to be within normal thresholds.
